TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4-15-20   [20692],NOT GIVEN [20692],VOL,62.5796,0.2405,15.0816,,,3.93,0.7489,0.1703,0.2429,5.09,6.25,0.0577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.97,0.1645,16.16,,,3.87,0.0044,0.5937,0.1601,4.61,5.76,0.0195,19.27423521,,,,,,,,,,,,,8105.08451,5.250198179,1825.322446,0.754731183,3.298694384,1276.730079,,0.746378349,,1253.071164,86969.3025,49.93815912,,,,,124.1695912,33.02453903,59.98188028,1036.457149,170.3119044,,,,,,,,5.497980418,,,,1.540239338,326.3488643,90.93116067,183.4337538,19.88330389,70.07659738,12.78371762,1.540705931,10.96631999,1.571067108,11.52410998,1.772289278,4.930305931,0.838191888,6.090100716,1.07520188,22.76901696,10.59543889,,,,,,,,,7.240236039,,14.71932363,3.869152737
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.11,0.2221,16.57,,,3.7,0.0841,0.7863,0.1504,4.99,5.28,0.0476,33.27572819,,,,,,,,,,,,,4994.483779,3.55457245,1325.38707,2.213315119,4.839547463,1325.406013,,6.11E-02,,1.550698181,76547.366,37.58540118,,,,,171.3440225,18.34952342,55.92055016,1053.65373,261.446054,,,,,,,,9.155848279,,,,1.725639857,27.69536887,108.6752033,229.6132602,23.95921611,73.06628359,12.75407984,0.594614268,11.1706631,1.860886161,11.27058726,2.687436503,6.732113214,0.951904226,6.625186326,0.776953369,22.96825173,12.42599074,,,,,,,,,8.655295695,,17.24789474,7.052018552
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.46,0.342,17.63,,,3.13,0.2671,1.038,0.166,5.27,5.27,0.0389,14.17815298,,,,,,,,,,,,,6225.642754,6.048276534,2508.283359,1.327398091,3.648755385,1297.130426,,0.542672926,,1474.769869,83865.55729,360.9627769,,,,,87.41667314,5.39779589,30.72891487,577.0106504,110.1394602,,,,,,,,4.847670692,,,,0.577391282,360.585989,50.84043379,119.0030769,12.0767479,42.49074933,7.56148091,1.897629444,6.431806991,0.899121318,5.793507153,1.413954796,3.439755912,0.386441371,3.831778396,0.566247198,11.98801735,5.609490634,,,,,,,,,4.266133088,,6.871939219,2.471263127
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,60.66,0.4102,16.86,,,3.69,0.3284,1.1396,0.1875,5.12,5.07,0.1141,16.64030848,,,,,,,,,,,,,5310.31455,5.510654527,1676.876495,0,16.83789674,1310.229191,,0,,585.2086189,82147.66346,41.00570423,,,,,103.6572506,0,36.66748778,729.445398,142.1464572,,,,,,,,4.911587876,,,,0.595325676,188.1684767,62.96696198,136.8570864,13.95114229,46.53716928,9.511982335,1.484258366,9.161408601,1.136670564,7.529807962,1.620271543,3.423321844,0.531695137,3.885617664,0.625896301,14.31832652,7.557039599,,,,,,,,,4.576615779,,9.546591304,3.40440117
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,60.59,0.4366,17.02,,,3.84,0.2888,1.0986,0.0281,5.51,4.92,0.1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,60.98,0.2716,15.74,,,4.88,0.0683,0.8404,0.1781,4.98,4.63,0.0215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.96,0.159,16.15,,,3.54,0,0.64,0.2056,4.67,5.64,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.24,0.4429,17.07,,,3.77,0.3625,1.1849,0.1708,5.23,4.91,0.0992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.81,0.2955,16.94,,,3.31,0.1742,0.9966,0.1057,4.9,5.16,0.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.41,0.4216,17.2,,,3.61,0.2621,1.2696,0.1598,5.19,5.06,0.0899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.19,0.3979,16.89,,,3.91,0.2663,1.0344,0.103,5.04,5.25,0.0665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,60.73,0.353,17.05,,,3.76,0.2453,1.0382,0.174,5.31,5,0.0941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,60.73,0.4326,17.13,,,3.64,0.3072,1.1244,0.1794,5.25,4.88,0.0599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.45,0.4533,17.27,,,3.22,0.3525,1.1345,0.1948,5.38,5.69,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-4  5-21   [20692],NOT GIVEN [20692],VOL,61.64,0.3936,17.21,,,3.53,0.2521,1.1087,0.2048,5.06,5.27,0.0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,60.2768,0.3417,15.3696,,,3.19,0.8518,0.2458,0.1864,5.92,5.35,0.067,9.38,,,,,,,,,,,,,6718.19,4.94,,,28.47,,,0.882,,,,,,,,,86.28,14.62,45.81,989.71,132.39,,,,,,,,,,,,0.812,163.51,74.39,127.91,14.77,55.64,10.93,1.361,9.03,1.405,8.43,1.8,4.91,0.688,4.62,0.712,20.38,7.42,,,,,,,,,5.36,,12.59,3.16
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,62.1655,0.1726,15.5424,,,3.7,0.7208,0.002,0.1608,4.6,7.73,0.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,60.3273,0.1697,15.1584,,,3.74,0.6882,0.028,0.2285,4.62,7.28,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,60.8828,0.3816,16.224,,,3.46,1.1253,0.2838,0.1339,5.48,6.36,0.0491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,60.4485,0.4025,16.5792,,,3.69,1.1981,0.3626,0.1553,5.26,6.15,0.1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,60.1152,0.1775,15.408,,,3.99,0.6908,0.0197,0.2488,4.68,7.87,0.0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,61.9433,0.2114,16.08,,,3.32,0.9324,0.0962,0.1504,5.27,6.69,0.0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,61.1252,0.1962,15.7248,,,4.26,0.7296,0.0529,0.2283,4.55,7.34,0.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,63.1755,0.2346,15.7728,,,3.31,0.9114,0.1089,0.2083,5.15,6.41,0.0426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-6-42-49   [20692],NOT GIVEN [20692],VOL,61.0646,0.3403,16.224,,,3.11,1.0141,0.217,0.1333,5.17,6.28,0.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,60.9434,0.2785,16.3296,,,3.73,0.9719,0.1587,0.1933,5.2,6.63,0.0654,7.83,,,,,,,,,,,,,7218.48,2.32,,,0,,,2.04,,,,,,,,,77.65,76.36,17.26,533.59,77.53,,,,,,,,,,,,0.834,379.75,40.88,74,7.69,26.25,4.19,1.117,3.44,0.49,3.28,0.645,1.84,0.218,2.14,0.315,10.47,4.81,,,,,,,,,4.54,,8.58,2.48
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,60.0647,0.2249,16.1088,,,3.5,0.962,0.1535,0.0982,5.1,6.25,0.0117,11.47,,,,,,,,,,,,,7218.48,3.2,,,11.79,,,0.344,,,,,,,,,86.64,19.78,32.25,770.23,114.59,,,,,,,,,,,,0.772,796.47,62.16,111.93,11.73,41.79,7.81,1.84,5.53,0.983,5.9,1.126,3.37,0.453,3.32,0.499,15.34,6.25,,,,,,,,,5.2,,9.75,2.67
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,62.1655,0.3381,16.224,,,3.86,1.0403,0.2126,0.2096,5.43,6.08,0.0845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,63.2563,0.2427,16.2144,,,3.63,0.9572,0.1382,0.1487,5.32,6.55,0.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,61.6302,0.2054,15.936,,,3.12,0.9128,0.0924,0.2335,5.03,6.8,0.0527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,59.6506,0.2769,16.0416,,,3.87,0.9384,0.1348,0.1639,5.08,6.47,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,61.0141,0.337,16.0416,,,3.33,0.9653,0.2012,0.25,5.24,6.6,0.0481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,62.2564,0.27,16.1088,,,3.51,0.9828,0.148,0.1867,5.13,6.59,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,63.4886,0.1503,16.1184,,,3.21,0.8105,0.06,0.1654,4.88,6.96,0.0309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,61.6403,0.2372,16.1088,,,3.63,0.9621,0.1177,0.1458,5.19,6.7,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,62.2564,0.2664,15.9072,,,3.27,0.9759,0.1171,0.1942,5.11,6.22,0.0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241C-2H-7-12   [20692],NOT GIVEN [20692],VOL,60.3778,0.264,16.0416,,,3.51,0.9656,0.1653,0.2547,5.14,6.78,0.0761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,62.1453,0.3031,16.08,,,3.74,0.9665,0.1708,0.1455,5.22,6.51,0.0274,20.69,,,,,,,,,,,,,7289.95,4.26,,,10.44,,,0.127,,,,,,,,,127.2,3.51,44.98,1057.29,176.66,,,,,,,,,,,,1.308,168.73,85.92,164.39,17.48,58.74,10.79,1.216,8.69,1.362,8.63,1.67,5.05,0.76,5.13,0.712,21.91,10.18,,,,,,,,,6.94,,15.13,4.17
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,62.5897,0.2536,15.4944,,,3.89,0.9741,0.1873,0.2138,5.5,6.16,0.0346,19.11,,,,,,,,,,,,,7289.95,4.88,,,0,,,0.287,,,,,,,,,121.46,6.5,44.1,1070.61,177.48,,,,,,,,,,,,1.34,339.22,82.1,164.19,16.32,56.76,10.19,1.31,7.88,1.28,8.3,1.66,4.52,0.732,5.5,0.7,22.17,9.59,,,,,,,,,7.22,,15.23,4.04
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,60.6707,0.2508,16.224,,,3.53,0.968,0.1183,0.2241,5.29,6.39,0.0453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,60.4485,0.2301,15.888,,,3.17,0.9694,0.1535,0.1612,5.18,6.47,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,61.1555,0.2308,16.0128,,,3.55,0.9567,0.1598,0.1275,5.14,6.67,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,62.1049,0.262,16.2528,,,3.67,0.9686,0.1371,0.0982,5.14,6.17,0.0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,60.6606,0.1765,15.696,,,3.38,0.8466,0.1006,0.1958,4.84,6.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMARINE RIDGE,COCOS RIDGE / COCOS RIDGE / SITE 1241,5.8428,-86.4447,SAQ,s_202-1241B-5H-5-37-43   [20692],NOT GIVEN [20692],VOL,60.7818,0.2914,15.7248,,,3.6,1.1289,0.164,0.2079,5.39,6.13,0.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
